unit_name,holder,holder_type,manager,acres,duration,date_est,pub_access,gap_status,corridor_town
"Greenbrier County, WV 3","Greenbrier County Farmland Protection Board, WV",farmland_protection,CNTY,286,PERM,2012,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
"Greenbrier County, WV 4","Greenbrier County Farmland Protection Board, WV",farmland_protection,CNTY,162,PERM,2010,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
"Greenbrier County, WV 5","Greenbrier County Farmland Protection Board, WV",farmland_protection,CNTY,162,PERM,2012,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
"Greenbrier County, WV 6","Greenbrier County Farmland Protection Board, WV",farmland_protection,CNTY,193,PERM,2012,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Haines,"Hampshire County Farmland Protection Board, WV",farmland_protection,CNTY,5,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Hampshire County Farmland Protection Board Easement,"Hampshire County Farmland Protection Board, WV",farmland_protection,CNTY,70,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Hampshire County Farmland Protection Board Easement,"Hampshire County Farmland Protection Board, WV",farmland_protection,CNTY,66,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
"Hampshire County, WV 5","Hampshire County Farmland Protection Board, WV",farmland_protection,CNTY,27,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Davis
"Hampshire County, WV 7","Hampshire County Farmland Protection Board, WV",farmland_protection,CNTY,552,PERM,2012,Closed,4 - no known mandate for biodiversity protection,Davis
"Hampshire County, WV 8","Hampshire County Farmland Protection Board, WV",farmland_protection,CNTY,135,PERM,2007,Closed,4 - no known mandate for biodiversity protection,Davis
Kimble,"Hampshire County Farmland Protection Board, WV",farmland_protection,CNTY,156,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Martin,"Hampshire County Farmland Protection Board, WV",farmland_protection,CNTY,40,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Timbrook,"Hampshire County Farmland Protection Board, WV",farmland_protection,CNTY,149,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Funkhouser,"Hardy County Farmland Protection Board, WV",farmland_protection,CNTY,136,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program (FRPP),"Jefferson County Farmland Protection Board, WV",farmland_protection,CNTY,19,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Jefferson County Farmland Protection Board Easement,"Jefferson County Farmland Protection Board, WV",farmland_protection,CNTY,20,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Jefferson County Farmland Protection Board Easement,"Jefferson County Farmland Protection Board, WV",farmland_protection,CNTY,276,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Jefferson County Farmland Protection Board Easement,"Jefferson County Farmland Protection Board, WV",farmland_protection,CNTY,148,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
"Jefferson County, WV 12","Jefferson County Farmland Protection Board, WV",farmland_protection,CNTY,60,PERM,2010,Closed,4 - no known mandate for biodiversity protection,Davis
Nicewarner,"Jefferson County Farmland Protection Board, WV",farmland_protection,CNTY,75,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Baker,"Mineral County Farmland Protection Board, WV",farmland_protection,CNTY,224,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Bowman,"Mineral County Farmland Protection Board, WV",farmland_protection,CNTY,189,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
"Mineral County, WV 1","Mineral County Farmland Protection Board, WV",farmland_protection,CNTY,106,PERM,2010,Closed,4 - no known mandate for biodiversity protection,Terra Alta
"Mineral County, WV 2","Mineral County Farmland Protection Board, WV",farmland_protection,CNTY,53,PERM,2010,Closed,4 - no known mandate for biodiversity protection,Davis
"Mineral County, WV 3","Mineral County Farmland Protection Board, WV",farmland_protection,CNTY,98,PERM,2010,Closed,4 - no known mandate for biodiversity protection,Terra Alta
Owens,"Mineral County Farmland Protection Board, WV",farmland_protection,CNTY,88,PERM,,Closed,4 - no known mandate for biodiversity protection,Terra Alta
"Monroe County, WV 1","Monroe County Farmland Protection Board, WV",farmland_protection,CNTY,67,PERM,2010,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
"Monroe County, WV 11","Monroe County Farmland Protection Board, WV",farmland_protection,CNTY,48,PERM,2011,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
"Monroe County, WV 12","Monroe County Farmland Protection Board, WV",farmland_protection,CNTY,195,PERM,2008,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
"Monroe County, WV 2","Monroe County Farmland Protection Board, WV",farmland_protection,CNTY,389,PERM,2011,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
"Monroe County, WV 3","Monroe County Farmland Protection Board, WV",farmland_protection,CNTY,504,PERM,2009,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
"Monroe County, WV 4","Monroe County Farmland Protection Board, WV",farmland_protection,CNTY,119,PERM,2009,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
"Monroe County, WV 5","Monroe County Farmland Protection Board, WV",farmland_protection,CNTY,80,PERM,2011,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
"Monroe County, WV 9","Monroe County Farmland Protection Board, WV",farmland_protection,CNTY,55,PERM,2005,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Dunham,"Morgan County Farmland Protection Board, WV",farmland_protection,CNTY,100,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Morgan County Farmland Protection Board Easement,"Morgan County Farmland Protection Board, WV",farmland_protection,CNTY,135,PERM,,Unknown,4 - no known mandate for biodiversity protection,Terra Alta
Morgan County Farmland Protection Board Easement,"Morgan County Farmland Protection Board, WV",farmland_protection,CNTY,139,PERM,,Unknown,4 - no known mandate for biodiversity protection,Terra Alta
Morgan County Farmland Protection Board Easement,"Morgan County Farmland Protection Board, WV",farmland_protection,CNTY,109,PERM,,Unknown,4 - no known mandate for biodiversity protection,Terra Alta
Morgan County Farmland Protection Board Easement,"Morgan County Farmland Protection Board, WV",farmland_protection,CNTY,78,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Morgan County Farmland Protection Board Easement,"Morgan County Farmland Protection Board, WV",farmland_protection,CNTY,566,PERM,,Unknown,4 - no known mandate for biodiversity protection,White Sulphur Springs
"Morgan County, WV 10","Morgan County Farmland Protection Board, WV",farmland_protection,CNTY,98,PERM,2010,Closed,4 - no known mandate for biodiversity protection,Davis
"Morgan County, WV 5","Morgan County Farmland Protection Board, WV",farmland_protection,CNTY,37,PERM,2009,Closed,4 - no known mandate for biodiversity protection,Davis
"Morgan County, WV 8","Morgan County Farmland Protection Board, WV",farmland_protection,CNTY,8,PERM,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program (FRPP),"Nicholas County Farmland Protection Board, WV",farmland_protection,CNTY,154,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Nottingham,"Pocahontas County Farmland Protection Board, WV",farmland_protection,CNTY,435,PERM,,Closed,4 - no known mandate for biodiversity protection,Durbin
"Pocahontas County, WV 1","Pocahontas County Farmland Protection Board, WV",farmland_protection,CNTY,162,PERM,2008,Closed,4 - no known mandate for biodiversity protection,Green Bank
"Pocahontas County, WV 2","Pocahontas County Farmland Protection Board, WV",farmland_protection,CNTY,63,PERM,2010,Closed,4 - no known mandate for biodiversity protection,Marlinton
"Pocahontas County, WV 3","Pocahontas County Farmland Protection Board, WV",farmland_protection,CNTY,52,PERM,2008,Closed,4 - no known mandate for biodiversity protection,Cass
"Pocahontas County, WV 4","Pocahontas County Farmland Protection Board, WV",farmland_protection,CNTY,98,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Marlinton
"Pocahontas County, WV 5","Pocahontas County Farmland Protection Board, WV",farmland_protection,CNTY,18,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Cass
"Pocahontas County, WV 6","Pocahontas County Farmland Protection Board, WV",farmland_protection,CNTY,65,PERM,2010,Closed,4 - no known mandate for biodiversity protection,Marlinton
"Pocahontas County, WV 7","Pocahontas County Farmland Protection Board, WV",farmland_protection,CNTY,41,PERM,2009,Closed,4 - no known mandate for biodiversity protection,Marlinton
"Pocahontas County, WV 8","Pocahontas County Farmland Protection Board, WV",farmland_protection,CNTY,65,PERM,2010,Closed,4 - no known mandate for biodiversity protection,Marlinton
Preston County Farmland Protection Board Easement,"Preston County Farmland Protection Board, WV",farmland_protection,CNTY,61,PERM,,Unknown,4 - no known mandate for biodiversity protection,Marlinton
Preston County Farmland Protection Board Easement,"Preston County Farmland Protection Board, WV",farmland_protection,CNTY,212,PERM,,Unknown,4 - no known mandate for biodiversity protection,Terra Alta
"Preston County, WV 1","Preston County Farmland Protection Board, WV",farmland_protection,CNTY,90,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Albright
Farm and Ranch Lands Protection Program (FRPP),Unknown Local Government,other,UNKL,104,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Farm and Ranch Lands Protection Program (FRPP),Unknown Local Government,other,UNKL,18,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Farm and Ranch Lands Protection Program (FRPP),Unknown Local Government,other,UNKL,35,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Farm and Ranch Lands Protection Program (FRPP),Unknown Local Government,other,UNKL,54,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Farm and Ranch Lands Protection Program (FRPP),Unknown Local Government,other,UNKL,37,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
"Greenbrier County, WV 7",Unknown Local Government,other,UNKL,933,PERM,2009,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Unknown Local Government Agricultural Easement,Unknown Local Government,other,UNKL,73,PERM,,Unknown,4 - no known mandate for biodiversity protection,White Sulphur Springs
Unknown Local Government Agricultural Easement,Unknown Local Government,other,UNKL,125,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Unknown Local Government Agricultural Easement,Unknown Local Government,other,UNKL,59,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Unknown Local Government Agricultural Easement,Unknown Local Government,other,UNKL,90,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Unknown Local Government Agricultural Easement,Unknown Local Government,other,UNKL,220,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Unknown Local Government Agricultural Easement,Unknown Local Government,other,UNKL,37,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Private Land,Unknown Local Government,other,UNKL,40,UNK,2007,Unknown,2 - managed for biodiversity - disturbance events suppressed,Davis
Seldom Seen Hunting Club,Unknown Local Government,other,UNKL,902,PERM,2013,Restricted Access,4 - no known mandate for biodiversity protection,Davis
Unknown Local Government Unknown Easement,Unknown Local Government,other,UNKL,130,UNK,,Unknown,4 - no known mandate for biodiversity protection,Davis
Unknown Local Government Unknown Easement,Unknown Local Government,other,UNKL,738,UNK,,Unknown,4 - no known mandate for biodiversity protection,Davis
Unknown Local Government Unknown Easement,Unknown Local Government,other,UNKL,737,UNK,,Unknown,4 - no known mandate for biodiversity protection,Davis
Appalachian Trail Conservancy Easement,Appalachian Trail Conservancy,land_trust,NGO,239,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Appalachian Trail Conservancy Easement,Appalachian Trail Conservancy,land_trust,NGO,1,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Appalachian Trail Conservancy Easement,Appalachian Trail Conservancy,land_trust,NGO,1,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Appalachian Trail Conservancy Easement,Appalachian Trail Conservancy,land_trust,NGO,1,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Appalachian Trail Conservancy Easement,Appalachian Trail Conservancy,land_trust,NGO,0,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Appalachian Trail Conservancy Easement,Appalachian Trail Conservancy,land_trust,NGO,1,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Appalachian Trail Conservancy Easement,Appalachian Trail Conservancy,land_trust,NGO,0,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Atlantic Coast Conservancy,Atlantic Coast Conservancy/Pelican Coast Conservancy,land_trust,NGO,411,PERM,2014,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Atlantic Coast Conservancy,Atlantic Coast Conservancy/Pelican Coast Conservancy,land_trust,NGO,339,PERM,2014,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Atlantic Coast Conservancy,Atlantic Coast Conservancy/Pelican Coast Conservancy,land_trust,NGO,320,PERM,2014,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Atlantic Coast Conservancy,Atlantic Coast Conservancy/Pelican Coast Conservancy,land_trust,NGO,332,PERM,2014,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Atlantic Coast Conservancy,Atlantic Coast Conservancy/Pelican Coast Conservancy,land_trust,NGO,342,PERM,2015,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Atlantic Coast Conservancy,Atlantic Coast Conservancy/Pelican Coast Conservancy,land_trust,NGO,314,PERM,2015,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Atlantic Coast Conservancy,Atlantic Coast Conservancy/Pelican Coast Conservancy,land_trust,NGO,1438,PERM,2014,Restricted Access,4 - no known mandate for biodiversity protection,White Sulphur Springs
Bailes,Cacapon and Lost Rivers Land Trust,land_trust,NGO,87,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Hulver,Cacapon and Lost Rivers Land Trust,land_trust,NGO,96,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Mills,Cacapon and Lost Rivers Land Trust,land_trust,NGO,57,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Nugent/Rice,Cacapon and Lost Rivers Land Trust,land_trust,NGO,42,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Slonaker 1,Cacapon and Lost Rivers Land Trust,land_trust,NGO,242,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Slonaker2,Cacapon and Lost Rivers Land Trust,land_trust,NGO,86,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Cacapon and Lost Rivers Land Trust Easement,Cacapon and Lost Rivers Land Trust,land_trust,NGO,280,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
US-WV-25-1 Mitigation or Eco-Asset Project,Ducks Unlimited (Wetlands America Trust),other,NGO,12,PERM,2014,Closed,4 - no known mandate for biodiversity protection,Jenningston
"Berkeley County, WV 41",Land Trust of the Eastern Panhandle,land_trust,NGO,71,PERM,1997,Closed,4 - no known mandate for biodiversity protection,Davis
Biggs,Land Trust of the Eastern Panhandle,land_trust,NGO,36,PERM,1998,Closed,4 - no known mandate for biodiversity protection,Davis
Biggs Amendment,Land Trust of the Eastern Panhandle,land_trust,NGO,21,PERM,2009,Closed,4 - no known mandate for biodiversity protection,Davis
Dodge,Land Trust of the Eastern Panhandle,land_trust,NGO,100,PERM,2009,Closed,4 - no known mandate for biodiversity protection,Davis
Farm and Ranch Lands Protection Program (FRPP),Land Trust of the Eastern Panhandle,land_trust,NGO,41,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Houston,Land Trust of the Eastern Panhandle,land_trust,NGO,79,PERM,2004,Closed,4 - no known mandate for biodiversity protection,Davis
McMurray (Harlan Farm),Land Trust of the Eastern Panhandle,land_trust,NGO,66,PERM,1997,Closed,4 - no known mandate for biodiversity protection,Davis
Russell,Land Trust of the Eastern Panhandle,land_trust,NGO,128,PERM,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Grandview Conservation Easement,New River Conservancy,land_trust,NGO,1375,PERM,2009,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Potomac Conservancy Easement 73,Potomac Conservancy,land_trust,NGO,261,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 24,Potomac Conservancy,land_trust,NGO,8,PERM,2003,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 29,Potomac Conservancy,land_trust,NGO,74,PERM,2003,Closed,4 - no known mandate for biodiversity protection,Davis
Potomac Conservancy Easement 38,Potomac Conservancy,land_trust,NGO,637,PERM,2005,Closed,4 - no known mandate for biodiversity protection,Green Bank
Potomac Conservancy Easement 42,Potomac Conservancy,land_trust,NGO,111,PERM,2006,Closed,4 - no known mandate for biodiversity protection,Durbin
Panther Knob Preserve,The Nature Conservancy,land_trust,NGO,475,PERM,2000,Closed,2 - managed for biodiversity - disturbance events suppressed,Durbin
Unnamed Tributary Of Whitethorn Creek Easement,The Nature Conservancy,land_trust,NGO,2,PERM,2015,Closed,2 - managed for biodiversity - disturbance events suppressed,Green Bank
Farm and Ranch Lands Protection Program (FRPP),Unknown Non-Governmental Organization,other,NGO,39,PERM,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
West Virginia Cave Conservancy Easement,West Virginia Cave Conservancy,land_trust,NGO,0,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
West Virginia Cave Conservancy Easement,West Virginia Cave Conservancy,land_trust,NGO,0,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
West Virginia Cave Conservancy Easement,West Virginia Cave Conservancy,land_trust,NGO,11,PERM,,Unknown,4 - no known mandate for biodiversity protection,White Sulphur Springs
West Virginia Cave Conservancy Easement,West Virginia Cave Conservancy,land_trust,NGO,5,PERM,,Unknown,4 - no known mandate for biodiversity protection,White Sulphur Springs
Wvlt-002,West Virginia Land Trust,land_trust,NGO,167,PERM,1998,Closed,4 - no known mandate for biodiversity protection,Jenningston
Wvlt-007,West Virginia Land Trust,land_trust,NGO,199,PERM,2007,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Wvlt-008,West Virginia Land Trust,land_trust,NGO,26,PERM,2007,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Wvlt-010,West Virginia Land Trust,land_trust,NGO,44,PERM,2012,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Wvlt-010,West Virginia Land Trust,land_trust,NGO,1,PERM,2012,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Wvlt-010,West Virginia Land Trust,land_trust,NGO,230,PERM,2012,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Wvlt-010,West Virginia Land Trust,land_trust,NGO,40,PERM,2012,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Wvlt-010,West Virginia Land Trust,land_trust,NGO,168,PERM,2012,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Wvlt-010,West Virginia Land Trust,land_trust,NGO,112,PERM,2012,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Wvlt-001,West Virginia Land Trust,land_trust,NGO,41,PERM,1997,Closed,4 - no known mandate for biodiversity protection,Albright
Wvlt-001,West Virginia Land Trust,land_trust,NGO,58,PERM,1997,Closed,4 - no known mandate for biodiversity protection,Albright
Wvlt-003,West Virginia Land Trust,land_trust,NGO,56,PERM,2001,Open Access,4 - no known mandate for biodiversity protection,White Sulphur Springs
Wvlt-004,West Virginia Land Trust,land_trust,NGO,47,PERM,2004,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Wvlt-004,West Virginia Land Trust,land_trust,NGO,6,PERM,2004,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Wvlt-006,West Virginia Land Trust,land_trust,NGO,142,PERM,2007,Closed,4 - no known mandate for biodiversity protection,Jenningston
Wvlt-009,West Virginia Land Trust,land_trust,NGO,12,PERM,2011,Closed,4 - no known mandate for biodiversity protection,Jenningston
Caldwell,West Virginia Land Trust,land_trust,NGO,376,PERM,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Elk Knob,West Virginia Land Trust,land_trust,NGO,190,PERM,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
Heavner,West Virginia Land Trust,land_trust,NGO,398,PERM,,Closed,4 - no known mandate for biodiversity protection,Green Bank
Poppy Bean,West Virginia Land Trust,land_trust,NGO,70,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
West Virginia Land Conservancy Easement,West Virginia Land Trust,land_trust,NGO,84,PERM,,Unknown,4 - no known mandate for biodiversity protection,Albright
"Pocahontas County, WV 9",West Virginia Agricultural Land Protection Authority,other,OTHS,885,PERM,2009,Closed,4 - no known mandate for biodiversity protection,Cass
Suan,West Virginia Agricultural Land Protection Authority,other,OTHS,174,PERM,,Closed,4 - no known mandate for biodiversity protection,Jenningston
West Virginia Agricultural Land Protection Authority Easement,West Virginia Agricultural Land Protection Authority,other,OTHS,49,PERM,,Unknown,4 - no known mandate for biodiversity protection,Jenningston
Trough 2,West Virginia State Government,other,OTHS,160,PERM,2010,Closed,4 - no known mandate for biodiversity protection,Davis
"Pendleton County, WV 1",West Virginia Outdoor Heritage Conservation Fund,other,SDC,181,PERM,2012,Closed,4 - no known mandate for biodiversity protection,Davis
Forest Legacy Program Easement,West Virginia Division of Forestry,usfs,SDNR,757,PERM,,Unknown,4 - no known mandate for biodiversity protection,Davis
Lantz Farm & Nature Preserve,West Virginia Division of Natural Resources,other,SDNR,526,PERM,1999,Open Access,4 - no known mandate for biodiversity protection,Jenningston
Harpers Ferry National Historical Park,Unknown Federal Government,other,OTHF,1,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Harpers Ferry National Historical Park,Unknown Federal Government,other,OTHF,18,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Harpers Ferry National Historical Park,Unknown Federal Government,other,OTHF,11,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Harpers Ferry National Historical Park,Unknown Federal Government,other,OTHF,1,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Unknown Joint Holder Unknown Easement,Unknown Joint Holder,other,JNT,190,UNK,2015,Restricted Access,4 - no known mandate for biodiversity protection,Davis
Unknown Joint Holder Unknown Easement,Unknown Joint Holder,other,JNT,90,UNK,2015,Restricted Access,4 - no known mandate for biodiversity protection,Davis
Unknown Joint Holder Unknown Easement,Unknown Joint Holder,other,JNT,431,UNK,2014,Restricted Access,4 - no known mandate for biodiversity protection,Davis
Harpers Ferry National Historical Park,Unknown Federal Government,other,OTHF,0,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Harpers Ferry National Historical Park,Unknown Federal Government,other,OTHF,1,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Harpers Ferry National Historical Park,Unknown Federal Government,other,OTHF,0,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Harpers Ferry National Historical Park,Unknown Federal Government,other,OTHF,0,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Harpers Ferry National Historical Park,Unknown Federal Government,other,OTHF,0,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Harpers Ferry National Historical Park,Unknown Federal Government,other,OTHF,0,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
Harpers Ferry National Historical Park,Unknown Federal Government,other,OTHF,0,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
UNK easement,Unknown Federal Government,other,OTHF,70,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
UNK easement,Unknown Federal Government,other,OTHF,241,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
UNK easement,Unknown Federal Government,other,OTHF,118,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
UNK easement,Unknown Federal Government,other,OTHF,61,PERM,,Closed,4 - no known mandate for biodiversity protection,White Sulphur Springs
UNK easement,Unknown Federal Government,other,OTHF,83,PERM,,Closed,4 - no known mandate for biodiversity protection,Davis
UNK easement,Unknown Federal Government,other,OTHF,290,PERM,,Closed,4 - no known mandate for biodiversity protection,Marlinton
Farm and Ranchland Protection Program Easement,Unknown Joint Holder,other,JNT,109,PERM,2007,Closed,4 - no known mandate for biodiversity protection,Davis
South Branch E-Smoke Hole 1,Unknown Local Government,other,UNKL,381,UNK,2013,Restricted Access,4 - no known mandate for biodiversity protection,Davis
Potomac River Hills,West Virginia State Government,other,OTHS,2425,PERM,2010,Restricted Access,4 - no known mandate for biodiversity protection,Davis
Trough 1,West Virginia State Government,other,OTHS,884,PERM,2008,Restricted Access,4 - no known mandate for biodiversity protection,Davis
App Trail Corridor Easement,USDA Forest Service,usfs,USFS,13,,1980,Unknown,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
ATC Easement,Appalachian Trail Conservancy,land_trust,NGO,141,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Canaan Valley National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,1,,,Open Access,2 - managed for biodiversity - disturbance events suppressed,Davis
Canaan Valley National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,2,,,Open Access,2 - managed for biodiversity - disturbance events suppressed,Davis
Canaan Valley National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,19,,,Open Access,2 - managed for biodiversity - disturbance events suppressed,Davis
Canaan Valley National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,0,,1999,Open Access,2 - managed for biodiversity - disturbance events suppressed,Davis
Canaan Valley National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,0,,1999,Open Access,2 - managed for biodiversity - disturbance events suppressed,Davis
Canaan Valley National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,1,,1999,Open Access,2 - managed for biodiversity - disturbance events suppressed,Davis
Canaan Valley National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,1,,2009,Open Access,2 - managed for biodiversity - disturbance events suppressed,Davis
Canaan Valley National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,4,,2012,Open Access,2 - managed for biodiversity - disturbance events suppressed,Davis
Canaan Valley National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,1,,2015,Open Access,2 - managed for biodiversity - disturbance events suppressed,Davis
Canaan Valley National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,0,,2018,Open Access,2 - managed for biodiversity - disturbance events suppressed,Davis
Ohio River Islands National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,0,,,Open Access,2 - managed for biodiversity - disturbance events suppressed,Jenningston
Ohio River Islands National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,0,,,Open Access,2 - managed for biodiversity - disturbance events suppressed,Jenningston
Ohio River Islands National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,1,,,Open Access,2 - managed for biodiversity - disturbance events suppressed,Albright
Ohio River Islands National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,1,,,Open Access,2 - managed for biodiversity - disturbance events suppressed,Jenningston
Ohio River Islands National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,0,,2011,Open Access,2 - managed for biodiversity - disturbance events suppressed,Jenningston
Ohio River Islands National Wildlife Refuge,US Fish and Wildlife Service,fws,FWS,1,,2011,Open Access,2 - managed for biodiversity - disturbance events suppressed,Jenningston
Floodplain Easement (EWPP-FPE),USDA Natural Resource Conservation Service,nrcs,NRCS,0,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Floodplain Easement (EWPP-FPE),USDA Natural Resource Conservation Service,nrcs,NRCS,0,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
